date,T10Y3M,curvature,BAMLCC0A1AAATRIV,DPRIME,VIXCLS,DJIA,SP500,mktrf,smb,hml,umd,indexgx,twexb,twexm,twexo,DCPF3M,DCPN3M,DFF,NASDAQCOM,DTWEXB,TEDRATE,USD3MTD156N,USEPUINDXD,WILL5000INDFC,WILLRESIND,predict
1092,-1.292625546,0.14338508,-1.023864701,1.395441211,1.116159127,-0.488799219,-0.420272717,-3.539837187,0.946101798,3.609695994,2.46171672,-0.250929897,1.497047348,1.670082887,0.233834013,1.085903048,1.095406871,1.384833809,-0.696156081,1.497213446,0.064151498,1.07346277,0.092535196,-0.72039015,-1.01630684,0.9
1093,-1.266826952,0.109474439,-1.02592513,1.395441211,0.784909561,-0.460759068,-0.370047298,1.277603914,-0.283473455,-2.279533165,-3.241790944,-0.250929897,1.535356774,1.728385982,0.212676438,1.081465946,1.090967145,1.384833809,-0.610495694,1.535502829,-0.006852463,1.063035532,1.244957042,-0.692754949,-1.015712251,0.88
1094,-1.258227421,0.052956703,-1.014936175,1.395441211,1.031254003,-0.568551657,-0.458874748,-2.050073889,1.249503484,0.133836516,0.298669091,-0.250929897,1.552537324,1.757537529,0.197648628,1.059280437,1.095406871,1.376062252,-0.650504905,1.552715976,0.229827407,1.056998711,1.010623003,-0.73779009,-1.022014901,0.89
1095,-1.266826952,-0.116596504,-1.010128507,1.395441211,0.905690089,-0.548911511,-0.439214803,0.249343377,-1.033993414,0.43740503,0.921055437,-0.250929897,1.620725967,1.828160623,0.222662023,1.04153203,1.064328785,1.393605367,-0.679914347,1.620885591,0.087819485,1.022972988,0.641258897,-0.731137172,-1.023283359,0.86
1096,-1.309824608,-0.01486458,-1.005835947,1.395441211,1.067129408,-0.619519909,-0.505311539,-1.734308842,-0.60284365,1.90971232,1.45161429,-0.250929897,1.705241468,1.907893576,0.268338657,1.010472318,1.055449332,1.340976021,-0.726587074,1.705393289,-0.054188437,1.004313721,1.413525896,-0.769007631,-1.025820274,0.87
1097,-1.266826952,0.086867345,-1.010987019,1.395441211,1.051583399,-0.573425869,-0.447107368,1.480017406,-0.251536435,-1.778645118,-1.629708277,-0.250929897,1.687527361,1.886984282,0.266559048,1.014909419,1.033250699,1.332204464,-0.670101827,1.687731938,-0.077856424,0.995532889,0.160633513,-0.736254801,-1.020072575,0.89
1098,-1.266826952,-0.003561032,-1.005578393,1.395441211,1.192693323,-0.654387738,-0.528013526,-1.969108492,1.057881366,2.015961299,2.431107556,-0.250929897,1.63737296,1.843777524,0.23185667,0.997161012,0.997732885,1.226945773,-0.75795527,1.637533149,0.040483511,0.998276899,0.144009941,-0.777707602,-1.022966244,0.87
1099,-1.120634923,0.14338508,-1.002831154,1.170655246,1.308690463,-0.733790218,-0.586791558,-1.548088429,-0.123788357,0.999006779,0.104811049,-0.250929897,1.706308583,1.912925688,0.261516822,0.992723911,1.028810972,1.187473764,-0.783456573,1.706492455,0.395503316,0.991142473,0.730647052,-0.810972194,-1.029189616,0.85
1100,-1.112035392,0.154688627,-0.996306462,1.170655246,1.417512522,-0.766915219,-0.599879036,-0.374090178,0.546889054,-2.158105759,-3.119354286,-0.250929897,1.768414671,1.961771883,0.313224354,0.983849707,1.006612339,1.183087985,-0.720223463,1.768579308,0.490175264,0.985105652,-0.1485066,-0.818648639,-1.034263447,0.83
1101,-1.077637267,0.199902816,-1.00463403,1.170655246,1.131705135,-0.727750694,-0.536021004,1.658141278,0.147676309,-1.884894097,-0.986915821,-0.250929897,1.727117324,1.902601182,0.328153297,0.983849707,1.006612339,1.139230197,-0.691188903,1.727259216,0.419171303,0.986752058,0.295080298,-0.782825231,-1.0335103,0.83
1102,-1.034639611,0.211206363,-1.008669036,1.170655246,0.963090735,-0.665674985,-0.49911254,0.856583852,-1.656765295,0.907936225,0.880243218,-0.250929897,1.674508559,1.868157241,0.271601274,0.988286809,1.028810972,1.178702206,-0.700739005,1.674691351,0.44283929,0.990593671,-0.225354165,-0.762866476,-1.022094179,0.82
1103,-0.957243831,0.290331193,-1.023521296,1.170655246,0.723921374,-0.577356022,-0.41450394,1.917230548,-0.794465767,-2.355425293,-1.06854026,-0.250929897,1.71324483,1.918825406,0.266460181,0.988286809,0.993293159,1.183087985,-0.650345581,1.713396923,0.300831368,0.986752058,-0.175337628,-0.720901912,-1.020905,0.79
1104,-0.974442893,0.086867345,-1.022319379,1.170655246,0.908081782,-0.632448147,-0.497390244,-2.114846206,-0.012008788,2.850774711,3.696286358,-0.250929897,1.714738791,1.917957801,0.271700141,0.997161012,1.019931519,1.187473764,-0.761057413,1.714933621,0.419171303,1.005411325,-0.147777496,-0.766448816,-1.027564404,0.8
1105,-0.948644299,0.030349609,-1.020774057,1.170655246,0.978636744,-0.627791208,-0.512716425,-0.455055574,-0.283473455,2.273994536,1.492426509,-0.250929897,1.77193615,1.974091882,0.298690879,1.014909419,1.033250699,1.248874667,-0.792509958,1.772111578,0.395503316,0.993886483,-0.584948278,-0.775148787,-1.024551817,0.77
1106,-0.974442893,-0.093989409,-1.015022026,1.170655246,0.915256863,-0.600712034,-0.477185514,0.937549248,2.638763834,-0.92865328,0.063998829,-0.250929897,1.82273082,2.03135385,0.309269667,0.983849707,1.042130152,1.292732455,-0.774056423,1.822939987,0.44283929,0.994984087,1.711729448,-0.753654742,-1.018804117,0.77
1107,-0.862648988,0.030349609,-1.017597562,1.170655246,1.222589493,-0.634968513,-0.518685948,-1.321385319,-2.710686941,2.243637684,2.298467843,-0.250929897,1.824651627,2.034390469,0.308083261,1.006035216,1.019931519,1.297118234,-0.827748804,1.824860859,0.537511237,0.977971226,-0.43548195,-0.781289942,-1.01686179,0.78
1108,-0.836850394,-0.003561032,-1.013991812,1.170655246,1.642331722,-0.734228413,-0.631793687,-3.013562109,0.08380227,3.093629522,3.8901444,-0.250929897,1.770228767,1.969927375,0.302447832,0.992723911,1.006612339,1.209402658,-0.930813057,1.770436151,0.726855133,0.980715236,0.085389976,-0.84474855,-1.026216668,0.78
1109,-0.793852739,-0.01486458,-1.011587978,1.170655246,1.56460168,-0.724136665,-0.641006352,-0.341704019,-0.443158552,1.211504739,1.288365412,-0.250929897,1.743337471,1.916482871,0.33962189,0.983849707,1.002172612,1.169930649,-0.962865411,1.743543943,0.75052312,0.964799979,1.172921562,-0.850377942,-1.027128372,0.75
1110,-0.768054145,0.086867345,-1.016481497,1.170655246,1.070716948,-0.587373133,-0.50270007,3.763241592,0.339298427,-5.026828211,-5.557884397,-0.250929897,1.743230759,1.934702589,0.305611582,0.970538402,0.993293159,1.183087985,-0.825846281,1.74338387,0.703187146,0.962055969,-0.127945866,-0.772589972,-1.017218544,0.76
1111,-0.699257896,0.109474439,-1.00463403,1.170655246,1.27999014,-0.630498329,-0.568738995,-1.701922683,0.578826073,0.300799199,1.737299826,-0.250929897,1.69894549,1.878221465,0.308676464,0.970538402,0.997732885,1.139230197,-0.886427106,1.699054412,1.105542925,0.963153573,-0.183503593,-0.807901616,-1.028991419,0.75
1112,-0.65626024,0.14338508,-1.007724673,1.170655246,1.306298769,-0.612135283,-0.542449829,0.678459979,0.371235446,-0.184910423,0.38029353,-0.250929897,1.700759586,1.884902028,0.30076709,0.930604486,0.962215072,1.156773313,-0.862669001,1.700943269,0.963535003,0.93461587,-0.269392049,-0.792548727,-1.026494143,0.73
1113,-0.527267272,0.267724099,-1.024637362,1.170655246,1.010924608,-0.524638308,-0.454081681,2.297767912,-0.570906631,-2.082213631,-3.231587889,-0.250929897,1.714738791,1.92099442,0.265965845,0.939478689,0.953335619,1.148001755,-0.76302554,1.714944292,0.939867016,0.934067068,0.669985596,-0.743419483,-1.024195063,0.71
1114,-0.621862115,0.188599269,-1.026955345,1.170655246,0.893731621,-0.554961318,-0.461228012,-0.106904369,-0.267504945,-1.004545409,-2.445952665,-0.250929897,1.727437458,1.947716672,0.245698074,0.948352893,0.962215072,1.143615976,-0.719051959,1.727590033,0.679519159,0.9428479,-0.259476234,-0.745466535,-1.036800363,0.72
1115,-0.518667741,0.369456023,-1.031763012,1.170655246,0.613903467,-0.516418093,-0.410686934,1.245217755,0.371235446,-2.006321503,-1.690926606,-0.250929897,1.681231383,1.890801746,0.245006004,0.970538402,0.975534252,1.174316428,-0.660495493,1.681382389,0.868863055,0.951079929,-0.409088383,-0.717831335,-1.035650823,0.72
1116,-0.518667741,0.369456023,-1.031763012,1.170655246,0.613903467,-0.516418093,-0.410686934,1.245217755,0.371235446,-2.006321503,-1.690926606,-0.250929897,1.708762947,1.921862026,0.2507403,0.970538402,0.975534252,1.169930649,-0.660495493,1.708936231,0.868863055,0.951079929,-0.725082074,-0.717831335,-1.035650823,0.72
1117,-0.544466335,0.38075957,-1.043868033,1.170655246,0.63901625,-0.505677844,-0.421650271,-0.406476336,-0.58687514,0.999006779,1.329177631,-0.250929897,1.73757505,1.93808625,0.28643135,0.948352893,1.002172612,1.240103109,-0.709098859,1.737706626,0.868863055,0.951079929,-0.111468114,-0.726019542,-1.037751707,0.72
1118,-0.578864459,0.312938287,-1.034596102,1.170655246,0.55291528,-0.485918611,-0.386836867,0.864680391,0.227518858,-0.351873105,0.38029353,-0.250929897,1.732879745,1.94120963,0.270019399,0.970538402,0.993293159,1.161159091,-0.696306033,1.733032504,0.703187146,0.964251177,-1.067469331,-0.706060787,-1.029031059,0.71
1119,-0.458471023,0.290331193,-1.024379808,1.170655246,0.375929953,-0.350354227,-0.253811331,3.147904577,-2.407285255,-3.87326786,-5.731336329,-0.250929897,1.712284427,1.945981461,0.214456047,0.974975504,0.957775346,1.02081417,-0.549896125,1.712404472,1.22388286,0.972483206,-0.438398366,-0.635437497,-1.017614937,0.67
1120,-0.312278993,0.256420552,-1.036914085,0.94586928,0.379517493,-0.323900334,-0.209240126,1.172348898,0.530920544,-2.112570482,-3.731537577,-0.250929897,1.644949475,1.8493302,0.238975106,0.806365636,0.829023273,0.933098595,-0.453645341,1.645131265,0.324499355,0.789183346,3.107672043,-0.60831406,-1.015910447,0.62
1121,-0.209084619,0.279027646,-1.035969722,0.94586928,0.525410804,-0.362575913,-0.23997797,-0.730337923,0.147676309,0.22490707,-0.272701981,-0.250929897,1.638653497,1.797100344,0.321726931,0.793054331,0.824583547,0.893626586,-0.47119916,1.63881373,0.584847211,0.792476158,1.23562451,-0.624178712,-1.017654577,0.59
1122,-0.269281338,0.154688627,-1.025581725,0.94586928,0.857856216,-0.378750971,-0.293417801,-1.418543795,0.530920544,1.833820191,2.624965598,-0.250929897,1.670666945,1.827293018,0.338830952,0.793054331,0.80682464,0.902398143,-0.568752657,1.670817593,0.537511237,0.777658505,0.088160572,-0.655396253,-1.019121231,0.6
1123,-0.295079931,0.098170892,-1.026440237,0.94586928,0.897319161,-0.405208513,-0.336152497,-0.957041034,1.696621757,1.499894827,1.461817345,-0.250929897,1.669279696,1.846814143,0.299185215,0.775305924,0.80682464,0.906783922,-0.608780612,1.669440968,0.371835329,0.767231267,-0.526328313,-0.676378535,-1.019359067,0.59
1124,-0.277880869,0.075563797,-1.029960137,0.94586928,0.766971859,-0.347171428,-0.280818353,1.334279692,1.217566464,-1.38400605,-0.405341694,-0.250929897,1.670453522,1.833453017,0.326769157,0.770868822,0.797945187,0.963799046,-0.568302799,1.670593491,0.229827407,0.758450436,0.238793466,-0.645672757,-1.016980708,0.54
1125,-0.338077587,0.041653156,-1.021375016,0.94586928,0.594769919,-0.324362413,-0.264258258,0.338405313,0.403172466,0.376691327,0.829227943,-0.250929897,1.660209219,1.830503159,0.308775331,0.775305924,0.797945187,0.976956382,-0.591657907,1.660402198,0.253495394,0.758450436,0.831263409,-0.63594926,-1.009964551,0.56
1126,-0.234883213,0.177295722,-1.033909293,0.94586928,0.362775638,-0.284382532,-0.211076632,1.164252359,-0.155725376,-0.68579847,-0.823666943,-0.250929897,1.693396493,1.865727945,0.319354119,0.76643172,0.79350546,0.95064171,-0.55342001,1.693590598,0.135155459,0.746925594,0.200150952,-0.607290534,-1.002869114,0.53
1127,-0.312278993,0.098170892,-1.030217691,0.94586928,0.537369272,-0.3098854,-0.22138027,-0.001649353,1.153692425,-0.792047449,-1.150164699,-0.250929897,1.686460246,1.876573015,0.283465335,0.76643172,0.797945187,1.02081417,-0.515407042,1.686643444,-0.03052045,0.75680403,-0.631465116,-0.606778771,-1.000451116,0.53
1128,-0.329478056,0.030349609,-1.024980767,0.94586928,0.38430088,-0.254392564,-0.172647322,1.083286962,0.06783376,-1.125972814,-1.221586083,-0.250929897,1.634811884,1.817142033,0.275457094,0.775305924,0.79350546,0.994499498,-0.466672467,1.635004,0.040483511,0.758450436,-0.020621751,-0.58067886,-0.996843939,0.53
1129,-0.295079931,0.14338508,-1.022834486,0.94586928,0.387888421,-0.26174999,-0.169805674,0.241246837,0.7864167,-1.459898179,-3.068339012,-0.250929897,1.633317923,1.812630484,0.280301585,0.761994619,0.78018628,0.880469249,-0.4176005,1.63344596,0.040483511,0.744181584,-0.445397765,-0.575049468,-1.00025292,0.53
1130,-0.329478056,0.188599269,-1.013305002,0.94586928,0.573244676,-0.288933986,-0.223905906,-1.305192239,0.403172466,1.378467421,1.971970087,-0.250929897,1.63385148,1.823388793,0.261615689,0.744246211,0.78018628,0.937484373,-0.487328429,1.634043564,0.135155459,0.740339971,-0.324220673,-0.605243483,-0.999935805,0.55
1131,-0.252082275,0.132081533,-1.01030021,0.94586928,0.349621323,-0.236423594,-0.172159291,1.148059279,-0.251536435,-0.002769315,-0.660418066,-0.250929897,1.61165549,1.8057764,0.243522996,0.704312296,0.75354792,0.906783922,-0.444845001,1.611857492,0.300831368,0.727717525,-0.749871612,-0.577096519,-1.001006067,0.52
1132,-0.252082275,0.086867345,-1.010386061,0.94586928,0.46322677,-0.241882286,-0.181056294,-0.301221321,-0.123788357,0.33115605,0.166029378,-0.250929897,1.622006505,1.824343159,0.23254874,0.69100099,0.718030107,0.933098595,-0.461677173,1.622123486,0.300831368,0.727717525,-1.295533075,-0.583237675,-1.005128555,0.52
1133,-0.191885557,0.052956703,-1.011502126,0.94586928,0.413001204,-0.259429979,-0.187686218,-0.098807829,0.946101798,0.209728645,-0.201280597,-0.250929897,1.662663583,1.868677804,0.243621863,0.659941278,0.695831474,0.906783922,-0.438059649,1.662867317,-0.03052045,0.652531654,0.409695453,-0.585284727,-1.006397013,0.48
1134,-0.243482744,0.007742515,-1.0060935,0.94586928,0.402238582,-0.265044577,-0.203930301,-0.422669416,0.11573929,0.710616692,1.247553193,-0.250929897,1.674295136,1.877614141,0.253508581,0.655504176,0.678072568,0.915555479,-0.477553398,1.67440322,-0.125192398,0.646494833,-0.832697831,-0.593984697,-1.004930358,0.48
1135,-0.166086964,0.086867345,-1.017254158,0.94586928,0.360383944,-0.250282291,-0.204963467,-0.106904369,0.147676309,0.862400948,0.400699639,-0.250929897,1.694783742,1.9023409,0.254793854,0.646629972,0.673632841,0.95064171,-0.503579535,1.694967223,-0.219864346,0.635518793,-0.527203238,-0.595008223,-1.003622261,0.46
1136,-0.028494465,0.245117004,-1.039489621,0.94586928,0.305374991,-0.280557865,-0.232257422,-0.625082907,0.323329917,1.13561261,0.870040163,-0.250929897,1.722101884,1.932967377,0.260824752,0.66437838,0.669193114,0.933098595,-0.523663803,1.72227562,-0.26720032,0.639909209,0.301496414,-0.608825823,-1.001719574,0.45
1137,-0.011295403,0.22250991,-1.031677161,0.94586928,0.391475961,-0.261529068,-0.222929845,0.063122964,-0.443158552,1.014185205,1.288365412,-0.250929897,1.740989818,1.955872165,0.261516822,0.673252583,0.691391747,0.915555479,-0.547571861,1.741100166,-0.006852463,0.66241009,0.929546634,-0.606267008,-0.999341216,0.44
1138,0.091898971,0.245117004,-1.036055573,0.94586928,0.325704387,-0.263010173,-0.221437728,0.022640266,0.770448191,0.255263922,0.390496585,-0.250929897,1.720074366,1.928108786,0.264878306,0.66437838,0.695831474,0.823454125,-0.544141697,1.720205347,0.135155459,0.654454657,0.10230519,-0.604219957,-0.995734039,0.41
1139,0.126297096,0.267724099,-1.031763012,0.721083314,0.108060268,-0.146518373,-0.119408238,2.224899055,-1.784513374,-1.763466692,-1.38483496,-0.250929897,1.691262263,1.891842873,0.266163579,0.637755769,0.678072568,0.744510107,-0.468359433,1.69141361,0.111487472,0.622347546,3.273470301,-0.550996608,-0.990699846,0.4
1140,0.109098034,0.471187947,-1.028844071,0.721083314,0.057834702,-0.135424516,-0.109363154,0.395081091,1.185629445,-0.640263193,-1.160367754,-0.250929897,1.642281688,1.871627663,0.191518863,0.633318667,0.642554754,0.744510107,-0.442830014,1.642410029,0.135155459,0.626737962,-0.794201137,-0.540249586,-0.986498079,0.43
1141,0.031702253,0.572919871,-1.026440237,0.721083314,0.029134378,-0.11736731,-0.099404255,0.152184901,0.275424387,-0.033126166,-0.282905036,-0.250929897,1.664050832,1.901560055,0.186180035,0.637755769,0.651434208,0.705038098,-0.437956557,1.664201256,0.064151498,0.633323585,-0.274204136,-0.535643719,-0.983406213,0.48
1142,-0.002695872,0.527705683,-1.024465659,0.721083314,-0.027070422,-0.105077954,-0.03950687,1.488113945,0.275424387,-2.158105759,-3.241790944,-0.250929897,1.660422642,1.888632732,0.201702182,0.655504176,0.655873934,0.735738549,-0.337947587,1.660572942,0.040483511,0.642653219,-0.435773591,-0.498796786,-0.97960084,0.48
1143,0.014503191,0.4598844,-1.024122255,0.721083314,0.04348454,-0.132482872,-0.049408312,-0.147387067,0.483015015,0.33115605,-0.813463888,-0.250929897,1.715699194,1.954570756,0.206447806,0.651067074,0.669193114,0.722581213,-0.330206287,1.715808684,0.064151498,0.642104417,1.34396937,-0.501867364,-0.975914384,0.46
1144,0.00590366,0.358152476,-1.023521296,0.721083314,0.130781357,-0.184022004,-0.107755772,-1.410447255,-0.139756867,1.090077333,1.329177631,-0.250929897,1.719434097,1.951794418,0.220091476,0.642192871,0.664753388,0.713809655,-0.396157287,1.719597071,0.040483511,0.639909209,-0.598363792,-0.535643719,-0.973060353,0.45
1145,0.048901315,0.233813457,-1.033050781,0.721083314,-0.049791511,-0.178278038,-0.095931287,0.306019154,0.754479681,-0.68579847,-0.303311146,-0.250929897,1.742483779,1.972963995,0.233834013,0.637755769,0.669193114,0.718195434,-0.36003747,1.742658207,-0.125192398,0.633872387,0.095159971,-0.527967275,-0.968937865,0.41
1146,0.08329944,0.256420552,-1.032363971,0.721083314,-0.046203971,-0.218036996,-0.139785336,-0.867979097,1.281440503,0.467761881,0.421105749,-0.250929897,1.744191163,1.96914653,0.244610535,0.642192871,0.633675301,0.700652319,-0.389081402,1.744365649,-0.101524411,0.622347546,1.720478696,-0.547926031,-0.970761274,0.4
1147,0.08329944,0.256420552,-1.030990351,0.721083314,-0.046203971,-0.218036996,-0.139785336,-0.867979097,1.281440503,0.467761881,0.421105749,-0.250929897,1.746965661,1.96914653,0.2507403,0.642192871,0.633675301,0.700652319,-0.389081402,1.747086884,-0.101524411,0.622347546,0.23033586,-0.547926031,-0.970761274,0.39
1148,0.057500847,0.22250991,-1.031419608,0.721083314,0.137956438,-0.206566311,-0.168370662,-0.884172177,-0.554938121,1.818641766,2.46171672,-0.250929897,1.736187801,1.958822024,0.245302605,0.624444464,0.607036941,0.766439001,-0.459830883,1.736383358,-0.290868307,0.609176298,-0.189773888,-0.567884786,-0.972505403,0.39
1149,0.08329944,0.279027646,-1.030646947,0.721083314,0.21209894,-0.263122292,-0.225340917,-1.434736874,-0.379284513,2.6079199,3.073900012,-0.250929897,1.758810637,1.963767375,0.28781549,0.624444464,0.669193114,0.748895886,-0.545153876,1.758996291,-0.219864346,0.609176298,-0.239061321,-0.601661142,-0.980195429,0.39
1150,0.031702253,0.188599269,-1.014936175,0.721083314,0.197748778,-0.249772777,-0.203126961,0.565108424,-0.459127062,-0.260802551,-0.568590572,-0.250929897,1.779619378,1.99873188,0.270909204,0.624444464,0.646994481,0.832225683,-0.520795961,1.779805738,-0.125192398,0.604785883,-0.566574856,-0.587331779,-0.9784513,0.38
1151,-0.037093996,0.188599269,-1.011416275,0.721083314,0.072184863,-0.223118529,-0.189207064,0.41127417,1.153692425,-0.488478936,-0.680824175,-0.250929897,1.778872397,1.980512163,0.302447832,0.606696057,0.651434208,0.788367895,-0.48429189,1.779016046,-0.338204281,0.583931407,-0.506934146,-0.577096519,-0.976429695,0.41
1152,-0.080091652,0.154688627,-1.006608607,0.721083314,0.04707208,-0.198964412,-0.170724279,0.370791472,1.073849876,-0.306337828,0.472121023,-0.250929897,1.782500588,1.996302585,0.28188346,0.602258955,0.633675301,0.740124328,-0.478209441,1.782633689,-0.361872268,0.582833804,-0.525599209,-0.567373023,-0.972624321,0.43
1153,-0.088691183,0.120777986,-0.999053701,0.721083314,-0.168180345,-0.160132596,-0.123483798,1.148059279,0.610763093,-1.824180395,-1.915393813,-0.250929897,1.772683131,1.980512163,0.288408693,0.597821853,0.624795848,0.69626654,-0.405360624,1.772837241,-0.243532333,0.582833804,-0.416379424,-0.538202534,-0.968898226,0.42
1154,-0.097290714,0.154688627,-0.997508379,0.721083314,-0.071316754,-0.196002202,-0.162343683,-0.81130332,0.051865251,0.164193368,-0.252295871,-0.250929897,1.783674414,2.002549345,0.273084281,0.580073446,0.611476668,0.687494983,-0.420290273,1.783828898,-0.243532333,0.577345784,-0.7911389,-0.557649527,-0.967709047,0.43
1155,-0.054293059,0.120777986,-1.002230196,0.721083314,-0.157417724,-0.189038853,-0.142454613,0.41127417,0.355266936,-1.717931415,-1.497068564,-0.250929897,1.753048216,1.966370192,0.269722797,0.580073446,0.607036941,0.691880761,-0.376925874,1.753212332,-0.290868307,0.573231964,-0.410400771,-0.546902505,-0.967788325,0.39
1156,-0.019894934,0.120777986,-1.00678031,0.721083314,-0.127521554,-0.227673631,-0.1768949,-0.827496399,0.09977078,0.983828354,1.002679876,-0.250929897,1.758063657,1.982334135,0.252025573,0.571199242,0.598157488,0.735738549,-0.422755118,1.758270628,-0.314536294,0.57213436,0.140510242,-0.565837734,-0.970127045,0.39
1157,-0.037093996,0.098170892,-0.999311254,0.721083314,-0.034245502,-0.246325269,-0.207230897,-0.819399859,0.051865251,1.120434185,1.165928754,-0.250929897,1.800321407,2.035171314,0.251333503,0.580073446,0.589278035,0.740124328,-0.464291971,1.80043377,-0.243532333,0.569662556,-0.61236259,-0.584772964,-0.963745116,0.4
1158,-0.045693527,0.154688627,-0.993645074,0.721083314,-0.034245502,-0.237395185,-0.203040774,-0.009745893,-0.203630906,0.103479665,0.308872146,-0.250929897,1.798720735,2.020595541,0.274369555,0.566762141,0.589278035,0.718195434,-0.46506985,1.798865057,-0.172528372,0.564723338,-0.298993673,-0.583749438,-0.95775958,0.4
1159,-0.028494465,0.132081533,-0.99330167,0.721083314,0.055443008,-0.263468602,-0.243938615,-0.884172177,0.898196269,1.074898908,1.206740973,-0.250929897,1.772256285,1.97539329,0.297109005,0.562325039,0.593717761,0.744510107,-0.5103274,1.772463738,-0.172528372,0.560881724,-0.522828614,-0.603708194,-0.955698336,0.38
1160,-0.054293059,0.052956703,-0.987807192,0.721083314,0.255149425,-0.325116399,-0.30630418,-1.612860747,0.019928231,1.13561261,1.543441783,-0.250929897,1.736401224,1.940342025,0.279510648,0.557887937,0.593717761,0.740124328,-0.583045008,1.73653276,-0.219864346,0.555393705,-0.989746841,-0.64106689,-0.956808237,0.35
1161,-0.011295403,0.019046062,-0.990125175,0.721083314,0.218078174,-0.347701507,-0.32211804,-0.398379797,-0.012008788,0.574010861,0.972070711,-0.250929897,1.745044855,1.950319489,0.281092522,0.549013734,0.575958855,0.700652319,-0.597702868,1.745230041,-0.196196359,0.543868863,-0.711958202,-0.649255097,-0.955341582,0.35
1162,-0.011295403,-0.048775221,-0.989266663,0.721083314,0.261128659,-0.340316881,-0.339137084,-0.536020971,-1.544985727,1.621322232,1.818924264,-0.250929897,1.782073742,1.983722304,0.304128574,0.513516919,0.549320495,0.687494983,-0.635003562,1.782281529,-0.338204281,0.515607757,-0.00239415,-0.660513883,-0.951496569,0.34
1163,-0.011295403,-0.003561032,-0.991241241,0.721083314,0.161873374,-0.356862464,-0.327226766,0.144088361,-0.906245336,0.042765962,0.247653817,-0.250929897,1.811846248,2.005412443,0.331811383,0.509079818,0.544880768,0.687494983,-0.631226632,1.811991016,-0.385540255,0.502708715,-0.059555907,-0.656419779,-0.953201059,0.37
1164,-0.011295403,0.019046062,-0.987978895,0.721083314,0.086535025,-0.339654447,-0.296919144,0.840390772,0.483015015,-0.867939578,-0.344123365,-0.250929897,1.832654989,2.032394977,0.329735172,0.504642716,0.527121862,0.718195434,-0.595069327,1.832768449,-0.361872268,0.499415903,-0.577803058,-0.636461023,-0.947374081,0.37
1165,-0.045693527,0.041653156,-0.985231656,0.721083314,-0.192097281,-0.316522674,-0.257025743,0.767521915,-0.411221533,-0.215267274,-0.517575298,-0.250929897,1.802882483,2.011745964,0.299976153,0.500205614,0.553760222,0.735738549,-0.569277491,1.803026947,-0.432876229,0.494476685,-0.925731506,-0.618037557,-0.94511464,0.38
1166,-0.06289259,0.06426025,-0.976474832,0.721083314,-0.115563085,-0.35417226,-0.290576503,-0.835592939,-0.507032592,-0.01794774,0.084404939,-0.250929897,1.793812006,2.005585964,0.290682638,0.495768512,0.522682135,0.718195434,-0.591695395,1.793988177,-0.314536294,0.490635072,-0.059993369,-0.636461023,-0.949673161,0.4
1167,-0.054293059,0.098170892,-0.977848452,0.721083314,-0.037833043,-0.388265536,-0.309949165,-0.463152114,0.658668622,-0.518835787,-0.844073053,-0.250929897,1.759557617,1.9676716,0.282081194,0.486894309,0.518242409,0.713809655,-0.576672025,1.759689939,-0.385540255,0.479659032,-0.508975637,-0.646696283,-0.952408273,0.4
1168,0.014503191,0.165992174,-0.985317507,0.721083314,0.025546838,-0.399046586,-0.315229911,-0.058325131,2.2555196,-0.275980977,-0.078843939,-0.250929897,1.744938143,1.948757799,0.283663069,0.482457207,0.504923229,0.617322522,-0.563785479,1.745091312,-0.409208242,0.477463824,-0.634673173,-0.64618452,-0.94455969,0.38
1169,-0.019894934,0.14338508,-0.986691126,0.721083314,-0.01272026,-0.411832187,-0.331560531,-0.204062845,1.345314542,-0.078661443,-0.446153914,-0.250929897,1.758597214,1.960904277,0.292561115,0.49133141,0.553760222,0.586622071,-0.554300981,1.758804204,-0.527548177,0.48185424,-0.521516226,-0.650278623,-0.944837165,0.41
1170,-0.045693527,0.267724099,-0.998195189,0.608690331,-0.116758932,-0.367208968,-0.288137055,1.034707724,0.08380227,-1.323292348,-1.160367754,-0.250929897,1.831694586,2.050527933,0.294637325,0.513516919,0.544880768,0.665566089,-0.506766027,1.831893385,-0.622220125,0.516977566,0.635426064,-0.625714001,-0.939565137,0.42
1171,0.00590366,0.245117004,-1.005664244,0.608690331,-0.230364379,-0.38888352,-0.293360343,0.257439916,3.932213126,-1.338470773,-1.037931095,-0.250929897,1.819529476,2.040029906,0.286233616,0.557887937,0.553760222,0.705038098,-0.473888933,1.819706519,-0.527548177,0.53728324,-0.611779307,-0.620084608,-0.935046256,0.41
1172,-0.054293059,0.188599269,-1.000341469,0.608690331,-0.266239783,-0.357864573,-0.257944346,0.427467249,-5.313554034,1.970426022,0.125217158,-0.250929897,1.810032153,2.030312723,0.282180061,0.544576632,0.580398581,0.775210558,-0.484966677,1.810166188,-0.598552138,0.53453923,-0.254518327,-0.60831406,-0.934055273,0.43
1173,-0.011295403,0.22250991,-1.002745303,0.608690331,-0.247106234,-0.365544425,-0.264459358,-0.195966305,-0.059914318,0.179371793,0.421105749,-0.250929897,1.805870405,2.024760048,0.283069866,0.549013734,0.571519128,0.591007849,-0.492389327,1.806078999,-0.598552138,0.530148814,-0.635110636,-0.611896401,-0.933539962,0.41
